log_id,user,action,device,location,anomaly_score,timestamp
2581,user_8,File Access,iOS,Germany,0.57,2024-01-02 19:00:00
2582,user_82,Login,Mac,Russia,0.39,2024-01-02 19:01:00
2583,user_40,Data Exfiltration,Android,UK,0.54,2024-01-02 19:02:00
2584,user_68,Suspicious Command,iOS,Germany,0.63,2024-01-02 19:03:00
2585,user_78,Failed Login,Mac,UK,0.78,2024-01-02 19:04:00
2586,user_32,Failed Login,Linux,UK,0.52,2024-01-02 19:05:00
2587,user_6,Privilege Escalation,Linux,India,0.29,2024-01-02 19:06:00
2588,user_33,Data Exfiltration,Mac,Russia,0.56,2024-01-02 19:07:00
2589,user_77,Failed Login,iOS,USA,0.75,2024-01-02 19:08:00
2590,user_27,Data Exfiltration,iOS,China,0.7,2024-01-02 19:09:00
2591,user_77,VPN Access,iOS,India,0.64,2024-01-02 19:10:00
2592,user_14,Failed Login,iOS,USA,0.76,2024-01-02 19:11:00
2593,user_19,Failed Login,Mac,Germany,0.07,2024-01-02 19:12:00
2594,user_33,Failed Login,Android,UK,0.38,2024-01-02 19:13:00
2595,user_49,Suspicious Command,Android,UK,0.12,2024-01-02 19:14:00
2596,user_30,Login,iOS,India,0.26,2024-01-02 19:15:00
2597,user_21,Privilege Escalation,Windows,UK,0.23,2024-01-02 19:16:00
2598,user_27,File Access,Android,China,0.41,2024-01-02 19:17:00
2599,user_100,Data Exfiltration,Mac,Germany,0.15,2024-01-02 19:18:00
2600,user_16,Failed Login,Windows,Russia,0.59,2024-01-02 19:19:00
2601,user_97,Failed Login,Linux,India,1.0,2024-01-02 19:20:00
2602,user_74,Privilege Escalation,Mac,UK,0.37,2024-01-02 19:21:00
2603,user_71,Suspicious Command,Mac,Russia,0.79,2024-01-02 19:22:00
2604,user_45,VPN Access,Android,USA,0.54,2024-01-02 19:23:00
2605,user_14,VPN Access,Mac,Russia,0.8,2024-01-02 19:24:00
2606,user_18,File Access,Android,UK,0.62,2024-01-02 19:25:00
2607,user_62,Data Exfiltration,Android,China,0.07,2024-01-02 19:26:00
2608,user_86,File Access,Linux,India,0.99,2024-01-02 19:27:00
2609,user_65,Failed Login,Linux,Germany,0.98,2024-01-02 19:28:00
2610,user_32,Login,Windows,India,0.88,2024-01-02 19:29:00
2611,user_50,Failed Login,Linux,India,0.13,2024-01-02 19:30:00
2612,user_23,Suspicious Command,iOS,UK,0.58,2024-01-02 19:31:00
2613,user_19,Data Exfiltration,iOS,Russia,0.24,2024-01-02 19:32:00
2614,user_15,File Access,iOS,UK,0.87,2024-01-02 19:33:00
2615,user_32,Privilege Escalation,iOS,USA,0.17,2024-01-02 19:34:00
2616,user_85,Privilege Escalation,Windows,Russia,0.73,2024-01-02 19:35:00
2617,user_88,Suspicious Command,Windows,India,0.12,2024-01-02 19:36:00
2618,user_24,VPN Access,Windows,Russia,0.51,2024-01-02 19:37:00
2619,user_57,VPN Access,Linux,China,0.1,2024-01-02 19:38:00
2620,user_68,Failed Login,Android,India,0.14,2024-01-02 19:39:00
2621,user_43,Privilege Escalation,iOS,China,0.47,2024-01-02 19:40:00
2622,user_33,Data Exfiltration,Linux,Germany,0.86,2024-01-02 19:41:00
2623,user_98,Suspicious Command,Linux,USA,0.01,2024-01-02 19:42:00
2624,user_4,Suspicious Command,iOS,India,0.74,2024-01-02 19:43:00
2625,user_7,File Access,iOS,China,0.66,2024-01-02 19:44:00
2626,user_19,Data Exfiltration,Mac,Germany,0.53,2024-01-02 19:45:00
2627,user_73,File Access,Windows,UK,0.31,2024-01-02 19:46:00
2628,user_1,Privilege Escalation,iOS,Germany,0.23,2024-01-02 19:47:00
2629,user_17,Failed Login,Linux,China,0.41,2024-01-02 19:48:00
2630,user_76,File Access,Mac,China,0.99,2024-01-02 19:49:00
2631,user_73,Data Exfiltration,iOS,India,0.76,2024-01-02 19:50:00
2632,user_78,Login,Android,Germany,0.62,2024-01-02 19:51:00
2633,user_22,VPN Access,Android,USA,0.93,2024-01-02 19:52:00
2634,user_85,Privilege Escalation,Android,India,0.17,2024-01-02 19:53:00
2635,user_5,Failed Login,Windows,Germany,0.03,2024-01-02 19:54:00
2636,user_82,Data Exfiltration,Mac,UK,0.4,2024-01-02 19:55:00
2637,user_17,VPN Access,Linux,China,0.74,2024-01-02 19:56:00
2638,user_66,Login,Windows,USA,0.56,2024-01-02 19:57:00
2639,user_36,Suspicious Command,iOS,Germany,0.9,2024-01-02 19:58:00
2640,user_8,Login,Android,UK,0.44,2024-01-02 19:59:00
2641,user_1,Login,iOS,USA,0.4,2024-01-02 20:00:00
2642,user_91,Privilege Escalation,Linux,China,0.45,2024-01-02 20:01:00
2643,user_44,Privilege Escalation,Linux,UK,0.13,2024-01-02 20:02:00
2644,user_81,VPN Access,Mac,USA,0.76,2024-01-02 20:03:00
2645,user_64,VPN Access,Windows,UK,0.84,2024-01-02 20:04:00
2646,user_66,File Access,Mac,USA,0.47,2024-01-02 20:05:00
2647,user_30,Failed Login,Android,Russia,0.88,2024-01-02 20:06:00
2648,user_83,Data Exfiltration,Linux,UK,0.11,2024-01-02 20:07:00
2649,user_28,VPN Access,Windows,Germany,0.38,2024-01-02 20:08:00
2650,user_60,Data Exfiltration,Android,India,0.72,2024-01-02 20:09:00
2651,user_40,Privilege Escalation,Windows,Russia,0.02,2024-01-02 20:10:00
2652,user_5,Data Exfiltration,Windows,China,0.32,2024-01-02 20:11:00
2653,user_7,Login,Mac,UK,0.58,2024-01-02 20:12:00
2654,user_54,Data Exfiltration,Mac,Russia,0.03,2024-01-02 20:13:00
2655,user_90,Login,Android,Russia,0.93,2024-01-02 20:14:00
2656,user_9,Login,Windows,Russia,0.52,2024-01-02 20:15:00
2657,user_95,Data Exfiltration,Mac,Russia,0.54,2024-01-02 20:16:00
2658,user_20,Suspicious Command,Mac,USA,0.7,2024-01-02 20:17:00
2659,user_70,File Access,Android,Russia,0.8,2024-01-02 20:18:00
2660,user_60,Suspicious Command,Windows,UK,0.31,2024-01-02 20:19:00
2661,user_67,Failed Login,Android,Russia,0.64,2024-01-02 20:20:00
2662,user_75,Privilege Escalation,Android,UK,0.26,2024-01-02 20:21:00
2663,user_30,Suspicious Command,Linux,China,0.04,2024-01-02 20:22:00
2664,user_3,Data Exfiltration,Mac,Germany,0.19,2024-01-02 20:23:00
2665,user_81,VPN Access,Android,UK,0.14,2024-01-02 20:24:00
2666,user_58,Data Exfiltration,iOS,USA,0.08,2024-01-02 20:25:00
2667,user_4,File Access,Android,UK,0.12,2024-01-02 20:26:00
2668,user_51,Privilege Escalation,Android,USA,0.57,2024-01-02 20:27:00
2669,user_69,Login,Android,Russia,0.22,2024-01-02 20:28:00
2670,user_73,Suspicious Command,Mac,Russia,0.33,2024-01-02 20:29:00
2671,user_80,Suspicious Command,Windows,China,0.5,2024-01-02 20:30:00
2672,user_80,File Access,Mac,UK,0.85,2024-01-02 20:31:00
2673,user_33,Suspicious Command,Windows,UK,0.46,2024-01-02 20:32:00
2674,user_65,Failed Login,iOS,UK,0.61,2024-01-02 20:33:00
2675,user_85,File Access,Linux,India,0.89,2024-01-02 20:34:00
2676,user_29,Failed Login,Linux,Germany,0.48,2024-01-02 20:35:00
2677,user_63,Suspicious Command,Android,USA,0.89,2024-01-02 20:36:00
2678,user_89,Login,Android,India,0.08,2024-01-02 20:37:00
2679,user_98,Privilege Escalation,Windows,Germany,0.05,2024-01-02 20:38:00
2680,user_58,Data Exfiltration,Linux,UK,0.35,2024-01-02 20:39:00
2681,user_97,Data Exfiltration,Linux,India,0.18,2024-01-02 20:40:00
2682,user_30,Privilege Escalation,Android,Russia,0.76,2024-01-02 20:41:00
2683,user_45,File Access,Mac,UK,0.61,2024-01-02 20:42:00
2684,user_58,File Access,Windows,China,0.67,2024-01-02 20:43:00
2685,user_19,Privilege Escalation,Mac,USA,0.33,2024-01-02 20:44:00
2686,user_36,VPN Access,Linux,USA,0.37,2024-01-02 20:45:00
2687,user_85,VPN Access,Windows,USA,0.34,2024-01-02 20:46:00
2688,user_24,Privilege Escalation,Mac,Russia,0.57,2024-01-02 20:47:00
2689,user_89,Data Exfiltration,Android,USA,0.99,2024-01-02 20:48:00
2690,user_91,VPN Access,Mac,UK,0.15,2024-01-02 20:49:00
2691,user_10,Privilege Escalation,Mac,China,0.04,2024-01-02 20:50:00
2692,user_66,File Access,iOS,UK,0.02,2024-01-02 20:51:00
2693,user_45,Login,iOS,Russia,0.62,2024-01-02 20:52:00
2694,user_96,Failed Login,Linux,UK,0.71,2024-01-02 20:53:00
2695,user_40,Login,iOS,China,0.3,2024-01-02 20:54:00
2696,user_84,Privilege Escalation,Windows,India,0.08,2024-01-02 20:55:00
2697,user_15,Suspicious Command,iOS,China,0.78,2024-01-02 20:56:00
2698,user_8,Data Exfiltration,Android,USA,0.6,2024-01-02 20:57:00
2699,user_33,Data Exfiltration,Android,USA,0.38,2024-01-02 20:58:00
2700,user_55,Login,Mac,Germany,0.97,2024-01-02 20:59:00
2701,user_24,Failed Login,iOS,USA,0.43,2024-01-02 21:00:00
2702,user_11,Login,iOS,India,0.77,2024-01-02 21:01:00
2703,user_30,Login,iOS,USA,0.19,2024-01-02 21:02:00
2704,user_30,VPN Access,iOS,UK,0.83,2024-01-02 21:03:00
2705,user_8,Data Exfiltration,Windows,USA,0.69,2024-01-02 21:04:00
2706,user_8,Login,iOS,India,0.12,2024-01-02 21:05:00
2707,user_20,Failed Login,Linux,Germany,0.64,2024-01-02 21:06:00
2708,user_38,Data Exfiltration,iOS,USA,0.21,2024-01-02 21:07:00
2709,user_27,Data Exfiltration,Linux,China,0.85,2024-01-02 21:08:00
2710,user_48,File Access,Linux,China,0.14,2024-01-02 21:09:00
2711,user_44,Data Exfiltration,iOS,UK,0.63,2024-01-02 21:10:00
2712,user_77,Data Exfiltration,Linux,India,0.8,2024-01-02 21:11:00
2713,user_56,VPN Access,Windows,UK,0.07,2024-01-02 21:12:00
2714,user_23,File Access,Linux,UK,0.62,2024-01-02 21:13:00
2715,user_77,Login,Mac,China,0.57,2024-01-02 21:14:00
2716,user_73,Login,Windows,Russia,0.31,2024-01-02 21:15:00
2717,user_30,Failed Login,Android,China,0.21,2024-01-02 21:16:00
2718,user_13,Failed Login,iOS,India,0.42,2024-01-02 21:17:00
2719,user_60,VPN Access,Mac,USA,0.73,2024-01-02 21:18:00
2720,user_94,Privilege Escalation,Android,UK,0.26,2024-01-02 21:19:00
2721,user_83,VPN Access,Linux,India,0.64,2024-01-02 21:20:00
2722,user_18,File Access,Android,USA,0.24,2024-01-02 21:21:00
2723,user_62,Failed Login,Windows,China,0.58,2024-01-02 21:22:00
2724,user_97,Data Exfiltration,iOS,USA,0.7,2024-01-02 21:23:00
2725,user_79,VPN Access,Linux,UK,0.55,2024-01-02 21:24:00
2726,user_92,Login,Linux,China,0.79,2024-01-02 21:25:00
2727,user_3,Login,Android,Russia,0.83,2024-01-02 21:26:00
2728,user_9,Login,Linux,Russia,0.74,2024-01-02 21:27:00
2729,user_59,Suspicious Command,Mac,USA,0.5,2024-01-02 21:28:00
2730,user_34,Privilege Escalation,Mac,Germany,0.3,2024-01-02 21:29:00
2731,user_83,Failed Login,Windows,Russia,0.53,2024-01-02 21:30:00
2732,user_63,Failed Login,Linux,USA,0.38,2024-01-02 21:31:00
2733,user_54,Suspicious Command,Linux,Germany,0.0,2024-01-02 21:32:00
2734,user_72,Suspicious Command,Android,UK,0.3,2024-01-02 21:33:00
2735,user_14,Login,iOS,China,0.58,2024-01-02 21:34:00
2736,user_18,File Access,iOS,USA,0.79,2024-01-02 21:35:00
2737,user_65,VPN Access,Windows,USA,0.12,2024-01-02 21:36:00
2738,user_91,File Access,Windows,Germany,0.11,2024-01-02 21:37:00
2739,user_70,Data Exfiltration,Mac,India,0.05,2024-01-02 21:38:00
2740,user_34,Privilege Escalation,iOS,USA,0.89,2024-01-02 21:39:00
2741,user_84,VPN Access,Linux,China,0.2,2024-01-02 21:40:00
2742,user_97,Data Exfiltration,Windows,USA,0.8,2024-01-02 21:41:00
2743,user_86,Suspicious Command,Android,Russia,0.92,2024-01-02 21:42:00
2744,user_91,File Access,Windows,Germany,0.86,2024-01-02 21:43:00
2745,user_63,Privilege Escalation,Android,China,0.42,2024-01-02 21:44:00
2746,user_89,VPN Access,Windows,India,0.64,2024-01-02 21:45:00
2747,user_93,Privilege Escalation,Windows,Germany,0.16,2024-01-02 21:46:00
2748,user_30,Suspicious Command,Android,India,0.44,2024-01-02 21:47:00
2749,user_73,Login,Windows,India,0.87,2024-01-02 21:48:00
2750,user_3,Data Exfiltration,iOS,India,0.83,2024-01-02 21:49:00
2751,user_21,Login,Linux,India,0.84,2024-01-02 21:50:00
2752,user_97,Login,Mac,China,0.53,2024-01-02 21:51:00
2753,user_67,Failed Login,iOS,Russia,0.55,2024-01-02 21:52:00
2754,user_43,Suspicious Command,Windows,UK,0.41,2024-01-02 21:53:00
2755,user_90,VPN Access,iOS,USA,0.17,2024-01-02 21:54:00
2756,user_31,Suspicious Command,iOS,Germany,0.86,2024-01-02 21:55:00
2757,user_47,VPN Access,Windows,USA,0.17,2024-01-02 21:56:00
2758,user_57,VPN Access,iOS,Russia,0.48,2024-01-02 21:57:00
2759,user_21,File Access,iOS,Germany,0.31,2024-01-02 21:58:00
2760,user_50,VPN Access,Mac,China,0.69,2024-01-02 21:59:00
2761,user_34,File Access,Windows,USA,0.65,2024-01-02 22:00:00
2762,user_94,File Access,Linux,China,0.55,2024-01-02 22:01:00
2763,user_59,Privilege Escalation,iOS,USA,0.85,2024-01-02 22:02:00
2764,user_93,Privilege Escalation,Android,India,0.1,2024-01-02 22:03:00
2765,user_38,Privilege Escalation,Windows,USA,0.72,2024-01-02 22:04:00
2766,user_69,Login,Mac,China,0.19,2024-01-02 22:05:00
2767,user_29,Suspicious Command,Mac,Germany,0.14,2024-01-02 22:06:00
2768,user_23,Data Exfiltration,iOS,Germany,0.3,2024-01-02 22:07:00
2769,user_2,File Access,Windows,Russia,0.84,2024-01-02 22:08:00
2770,user_51,File Access,Windows,Germany,0.95,2024-01-02 22:09:00
2771,user_95,Suspicious Command,Windows,USA,0.65,2024-01-02 22:10:00
2772,user_87,Privilege Escalation,Mac,India,0.95,2024-01-02 22:11:00
2773,user_83,Privilege Escalation,Windows,USA,0.24,2024-01-02 22:12:00
2774,user_48,File Access,iOS,India,0.52,2024-01-02 22:13:00
2775,user_47,Failed Login,iOS,Germany,0.97,2024-01-02 22:14:00
2776,user_32,Failed Login,Mac,USA,0.43,2024-01-02 22:15:00
2777,user_98,Login,iOS,Germany,0.85,2024-01-02 22:16:00
2778,user_57,Login,iOS,India,0.1,2024-01-02 22:17:00
2779,user_76,Login,Windows,UK,0.27,2024-01-02 22:18:00
2780,user_52,Failed Login,Mac,Russia,0.04,2024-01-02 22:19:00
2781,user_88,Failed Login,Android,India,0.45,2024-01-02 22:20:00
2782,user_71,Suspicious Command,Windows,India,0.97,2024-01-02 22:21:00
2783,user_83,Login,iOS,Russia,0.92,2024-01-02 22:22:00
2784,user_14,Privilege Escalation,Mac,Germany,0.16,2024-01-02 22:23:00
2785,user_84,VPN Access,iOS,USA,0.69,2024-01-02 22:24:00
2786,user_85,Data Exfiltration,iOS,UK,0.23,2024-01-02 22:25:00
2787,user_89,VPN Access,Windows,India,0.57,2024-01-02 22:26:00
2788,user_11,Suspicious Command,Windows,Russia,0.79,2024-01-02 22:27:00
2789,user_44,VPN Access,Mac,India,0.53,2024-01-02 22:28:00
2790,user_44,Suspicious Command,Mac,India,0.43,2024-01-02 22:29:00
2791,user_71,Suspicious Command,Linux,UK,0.23,2024-01-02 22:30:00
2792,user_43,VPN Access,Windows,USA,0.72,2024-01-02 22:31:00
2793,user_30,Login,Windows,Russia,0.71,2024-01-02 22:32:00
2794,user_32,Data Exfiltration,Linux,Russia,0.66,2024-01-02 22:33:00
2795,user_23,Login,iOS,India,0.43,2024-01-02 22:34:00
2796,user_32,Failed Login,Android,India,0.27,2024-01-02 22:35:00
2797,user_81,VPN Access,iOS,Russia,0.02,2024-01-02 22:36:00
2798,user_20,VPN Access,Mac,India,0.04,2024-01-02 22:37:00
2799,user_74,Data Exfiltration,Mac,USA,0.92,2024-01-02 22:38:00
2800,user_36,File Access,Mac,Germany,0.46,2024-01-02 22:39:00
2801,user_44,Privilege Escalation,iOS,Germany,0.55,2024-01-02 22:40:00
2802,user_36,VPN Access,Linux,India,0.39,2024-01-02 22:41:00
2803,user_46,File Access,Windows,Germany,0.12,2024-01-02 22:42:00
2804,user_47,Suspicious Command,Linux,Russia,0.56,2024-01-02 22:43:00
2805,user_62,Login,Windows,India,0.79,2024-01-02 22:44:00
2806,user_63,File Access,Windows,USA,0.74,2024-01-02 22:45:00
2807,user_66,Suspicious Command,Android,Russia,0.34,2024-01-02 22:46:00
2808,user_100,Data Exfiltration,Mac,UK,0.63,2024-01-02 22:47:00
2809,user_86,Suspicious Command,Windows,UK,0.35,2024-01-02 22:48:00
2810,user_20,VPN Access,Android,UK,0.69,2024-01-02 22:49:00
2811,user_54,Privilege Escalation,iOS,Germany,0.24,2024-01-02 22:50:00
2812,user_21,File Access,Mac,China,0.17,2024-01-02 22:51:00
2813,user_77,Login,Windows,UK,0.15,2024-01-02 22:52:00
2814,user_34,Suspicious Command,iOS,Russia,0.18,2024-01-02 22:53:00
2815,user_7,VPN Access,iOS,India,0.54,2024-01-02 22:54:00
2816,user_51,Privilege Escalation,Linux,Germany,0.6,2024-01-02 22:55:00
2817,user_47,Data Exfiltration,Windows,China,0.78,2024-01-02 22:56:00
2818,user_13,Suspicious Command,iOS,India,0.72,2024-01-02 22:57:00
2819,user_100,Suspicious Command,Mac,India,0.63,2024-01-02 22:58:00
2820,user_97,Suspicious Command,Mac,China,0.13,2024-01-02 22:59:00
2821,user_77,Failed Login,Android,Russia,0.0,2024-01-02 23:00:00
2822,user_56,File Access,Mac,USA,0.86,2024-01-02 23:01:00
2823,user_3,VPN Access,iOS,UK,0.49,2024-01-02 23:02:00
2824,user_15,Failed Login,Android,USA,0.67,2024-01-02 23:03:00
2825,user_91,Data Exfiltration,Linux,Russia,0.11,2024-01-02 23:04:00
2826,user_35,Suspicious Command,iOS,India,0.04,2024-01-02 23:05:00
2827,user_23,Failed Login,Windows,India,0.96,2024-01-02 23:06:00
2828,user_99,Privilege Escalation,Windows,Germany,0.9,2024-01-02 23:07:00
2829,user_60,Login,Windows,India,0.29,2024-01-02 23:08:00
2830,user_33,VPN Access,Android,UK,0.3,2024-01-02 23:09:00
2831,user_54,Data Exfiltration,Linux,USA,0.75,2024-01-02 23:10:00
2832,user_6,Login,Android,UK,0.6,2024-01-02 23:11:00
2833,user_33,Login,Windows,India,0.59,2024-01-02 23:12:00
2834,user_21,Suspicious Command,Windows,Russia,0.87,2024-01-02 23:13:00
2835,user_71,Data Exfiltration,Android,USA,0.07,2024-01-02 23:14:00
2836,user_8,Login,Android,Russia,0.68,2024-01-02 23:15:00
2837,user_74,Privilege Escalation,iOS,USA,0.35,2024-01-02 23:16:00
2838,user_98,Privilege Escalation,Android,China,0.68,2024-01-02 23:17:00
2839,user_23,File Access,iOS,China,0.35,2024-01-02 23:18:00
2840,user_11,VPN Access,Linux,Germany,0.4,2024-01-02 23:19:00
2841,user_55,Failed Login,Mac,Russia,0.08,2024-01-02 23:20:00
2842,user_41,Privilege Escalation,Mac,UK,0.75,2024-01-02 23:21:00
2843,user_25,Data Exfiltration,Android,USA,0.55,2024-01-02 23:22:00
2844,user_14,File Access,Mac,China,0.68,2024-01-02 23:23:00
2845,user_79,VPN Access,Windows,China,0.1,2024-01-02 23:24:00
2846,user_3,Suspicious Command,Mac,USA,0.26,2024-01-02 23:25:00
2847,user_100,File Access,iOS,Russia,0.87,2024-01-02 23:26:00
2848,user_83,File Access,Mac,India,0.92,2024-01-02 23:27:00
2849,user_74,Login,Android,India,0.78,2024-01-02 23:28:00
2850,user_70,Data Exfiltration,Linux,China,0.21,2024-01-02 23:29:00
2851,user_32,Failed Login,iOS,India,0.02,2024-01-02 23:30:00
2852,user_53,Failed Login,iOS,India,0.11,2024-01-02 23:31:00
2853,user_74,Privilege Escalation,Mac,Germany,0.56,2024-01-02 23:32:00
2854,user_1,Failed Login,Android,India,0.5,2024-01-02 23:33:00
2855,user_3,Suspicious Command,Windows,UK,0.56,2024-01-02 23:34:00
2856,user_46,Suspicious Command,Linux,China,0.58,2024-01-02 23:35:00
2857,user_57,Data Exfiltration,iOS,USA,0.98,2024-01-02 23:36:00
2858,user_1,Suspicious Command,iOS,UK,0.57,2024-01-02 23:37:00
2859,user_41,Login,Windows,India,0.9,2024-01-02 23:38:00
2860,user_10,Failed Login,Linux,Germany,0.11,2024-01-02 23:39:00
2861,user_21,Suspicious Command,Linux,Germany,0.27,2024-01-02 23:40:00
2862,user_100,VPN Access,Mac,China,0.41,2024-01-02 23:41:00
2863,user_77,File Access,iOS,Germany,0.37,2024-01-02 23:42:00
2864,user_69,Login,Android,USA,0.73,2024-01-02 23:43:00
2865,user_12,Privilege Escalation,Mac,Germany,0.56,2024-01-02 23:44:00
2866,user_72,Data Exfiltration,Android,UK,0.55,2024-01-02 23:45:00
2867,user_76,Data Exfiltration,Mac,China,0.02,2024-01-02 23:46:00
2868,user_84,Failed Login,Linux,India,0.1,2024-01-02 23:47:00
2869,user_94,VPN Access,Windows,USA,0.23,2024-01-02 23:48:00
2870,user_1,File Access,iOS,USA,0.68,2024-01-02 23:49:00
2871,user_45,Privilege Escalation,Android,Germany,0.86,2024-01-02 23:50:00
2872,user_31,Suspicious Command,Mac,USA,0.75,2024-01-02 23:51:00
2873,user_17,Privilege Escalation,Linux,USA,0.25,2024-01-02 23:52:00
2874,user_2,Privilege Escalation,Windows,China,0.37,2024-01-02 23:53:00
2875,user_67,Failed Login,Mac,Germany,0.72,2024-01-02 23:54:00
2876,user_47,VPN Access,Linux,Russia,0.24,2024-01-02 23:55:00
2877,user_9,Data Exfiltration,Windows,China,0.81,2024-01-02 23:56:00
2878,user_32,Data Exfiltration,Linux,Russia,0.11,2024-01-02 23:57:00
2879,user_18,File Access,Android,USA,0.4,2024-01-02 23:58:00
2880,user_87,File Access,Mac,China,0.45,2024-01-02 23:59:00
2881,user_95,Suspicious Command,Android,Russia,0.73,2024-01-03 00:00:00
2882,user_48,VPN Access,Mac,Germany,0.59,2024-01-03 00:01:00
2883,user_72,Login,Android,Russia,0.94,2024-01-03 00:02:00
2884,user_52,File Access,iOS,USA,0.83,2024-01-03 00:03:00
2885,user_9,VPN Access,Windows,Russia,0.31,2024-01-03 00:04:00
2886,user_59,Failed Login,iOS,India,0.15,2024-01-03 00:05:00
2887,user_62,Privilege Escalation,Android,India,0.78,2024-01-03 00:06:00
2888,user_40,Suspicious Command,iOS,India,0.29,2024-01-03 00:07:00
2889,user_80,File Access,Mac,India,0.49,2024-01-03 00:08:00
2890,user_10,Login,Mac,Germany,0.96,2024-01-03 00:09:00
2891,user_53,Data Exfiltration,Linux,China,0.11,2024-01-03 00:10:00
2892,user_22,Data Exfiltration,Mac,Germany,0.22,2024-01-03 00:11:00
2893,user_44,Login,iOS,UK,0.25,2024-01-03 00:12:00
2894,user_98,VPN Access,Mac,USA,0.93,2024-01-03 00:13:00
2895,user_43,Failed Login,Linux,Germany,0.72,2024-01-03 00:14:00
2896,user_33,Failed Login,Windows,Germany,0.06,2024-01-03 00:15:00
2897,user_12,Failed Login,Windows,USA,0.78,2024-01-03 00:16:00
2898,user_86,Data Exfiltration,iOS,Germany,0.6,2024-01-03 00:17:00
2899,user_83,File Access,Android,Germany,0.43,2024-01-03 00:18:00
2900,user_29,Failed Login,iOS,UK,0.43,2024-01-03 00:19:00
2901,user_96,Suspicious Command,Android,UK,0.31,2024-01-03 00:20:00
2902,user_4,Data Exfiltration,iOS,Germany,0.17,2024-01-03 00:21:00
2903,user_12,Suspicious Command,Android,Germany,0.1,2024-01-03 00:22:00
2904,user_59,VPN Access,iOS,Germany,0.92,2024-01-03 00:23:00
2905,user_72,Failed Login,Android,India,0.61,2024-01-03 00:24:00
2906,user_13,Suspicious Command,Windows,Germany,0.92,2024-01-03 00:25:00
2907,user_48,Privilege Escalation,Linux,India,0.86,2024-01-03 00:26:00
2908,user_35,File Access,Windows,India,0.88,2024-01-03 00:27:00
2909,user_86,Failed Login,iOS,India,0.75,2024-01-03 00:28:00
2910,user_8,VPN Access,Windows,China,0.14,2024-01-03 00:29:00
2911,user_29,Login,Linux,Russia,0.37,2024-01-03 00:30:00
2912,user_43,Login,Android,China,0.48,2024-01-03 00:31:00
2913,user_33,Suspicious Command,Windows,USA,0.52,2024-01-03 00:32:00
2914,user_40,VPN Access,Windows,USA,0.61,2024-01-03 00:33:00
2915,user_71,VPN Access,Windows,India,0.25,2024-01-03 00:34:00
2916,user_33,File Access,iOS,India,0.46,2024-01-03 00:35:00
2917,user_31,File Access,Windows,Russia,0.69,2024-01-03 00:36:00
2918,user_28,Suspicious Command,iOS,USA,0.71,2024-01-03 00:37:00
2919,user_19,Data Exfiltration,Linux,USA,0.32,2024-01-03 00:38:00
2920,user_31,Failed Login,Android,Germany,0.58,2024-01-03 00:39:00
2921,user_22,Data Exfiltration,Windows,China,0.24,2024-01-03 00:40:00
2922,user_85,File Access,Android,Germany,0.96,2024-01-03 00:41:00
2923,user_37,File Access,iOS,Russia,0.09,2024-01-03 00:42:00
2924,user_25,Suspicious Command,Linux,China,0.88,2024-01-03 00:43:00
2925,user_42,Login,Windows,Russia,0.44,2024-01-03 00:44:00
2926,user_38,File Access,Linux,Germany,0.1,2024-01-03 00:45:00
2927,user_13,File Access,Android,China,0.57,2024-01-03 00:46:00
2928,user_64,Failed Login,iOS,India,0.02,2024-01-03 00:47:00
2929,user_30,File Access,Android,Germany,0.16,2024-01-03 00:48:00
2930,user_33,Failed Login,Android,UK,0.96,2024-01-03 00:49:00
2931,user_35,Data Exfiltration,Windows,China,0.05,2024-01-03 00:50:00
2932,user_31,Data Exfiltration,Android,Germany,0.62,2024-01-03 00:51:00
2933,user_23,Data Exfiltration,Mac,China,0.42,2024-01-03 00:52:00
2934,user_8,File Access,Linux,Germany,0.95,2024-01-03 00:53:00
2935,user_12,Login,Android,Russia,0.22,2024-01-03 00:54:00
2936,user_45,Data Exfiltration,Windows,UK,0.2,2024-01-03 00:55:00
2937,user_57,File Access,iOS,China,0.04,2024-01-03 00:56:00
2938,user_8,Failed Login,iOS,UK,0.25,2024-01-03 00:57:00
2939,user_23,Login,Windows,UK,0.19,2024-01-03 00:58:00
2940,user_34,File Access,iOS,Russia,0.24,2024-01-03 00:59:00
2941,user_50,Suspicious Command,Windows,USA,0.17,2024-01-03 01:00:00
2942,user_9,Privilege Escalation,Android,Germany,0.17,2024-01-03 01:01:00
2943,user_54,File Access,Mac,Russia,0.6,2024-01-03 01:02:00
2944,user_21,Privilege Escalation,Mac,Russia,0.66,2024-01-03 01:03:00
2945,user_73,Privilege Escalation,Linux,USA,0.14,2024-01-03 01:04:00
2946,user_65,Suspicious Command,Linux,UK,0.02,2024-01-03 01:05:00
2947,user_20,Failed Login,Windows,Germany,0.38,2024-01-03 01:06:00
2948,user_75,Privilege Escalation,Windows,UK,0.67,2024-01-03 01:07:00
2949,user_45,VPN Access,iOS,Russia,0.67,2024-01-03 01:08:00
2950,user_91,File Access,Windows,Russia,0.12,2024-01-03 01:09:00
2951,user_100,File Access,Windows,USA,0.62,2024-01-03 01:10:00
2952,user_84,Data Exfiltration,iOS,USA,0.32,2024-01-03 01:11:00
2953,user_45,File Access,Android,Russia,0.87,2024-01-03 01:12:00
2954,user_26,Privilege Escalation,Windows,UK,0.33,2024-01-03 01:13:00
2955,user_68,Failed Login,Mac,USA,0.82,2024-01-03 01:14:00
